Food services and drinking places,12493.4
Ambulatory health care services,9102
Administrative and support services,8718.1
Hospitals,5788
Specialty trade contractors,5336.1
Social assistance,5278.3
"Merchant wholesalers, durable goods",3461.9
Nursing and residential care facilities,3451.9
General merchandise retailers,3315.2
Food and beverage retailers,3251.5
